Study_Hours,Attendance_Percentage,Internal_Marks,Assignment_Score,Final_Marks,Result
4.94,85.72,23,4,35,Fail
4.19,98.35,25,4,35,Fail
11.15,42.25,22,14,50.51,Pass
9.97,57.11,42,9,45.76,Pass
11.58,51.73,25,11,49.91,Pass
1.49,40.67,22,10,35,Fail
8.77,54.54,20,0,40.17,Pass
11.26,80.73,47,20,71.13,Pass
2.17,53.87,45,2,35,Fail
0.8,70.54,40,3,35,Fail
8.89,93.27,45,18,65.54,Pass
6.89,81.63,37,19,61.55,Pass
10.1,63.68,42,2,42.19,Pass
1.68,62.35,48,17,47.08,Pass
9.54,67.34,42,2,41.08,Pass
2.42,50.62,23,6,35,Fail
1.96,78.04,25,20,42.26,Pass
1.97,61.85,36,0,35,Fail
9.77,91.14,37,18,58.85,Pass
7.98,85.39,50,17,62.72,Pass
6.28,76.63,25,1,35,Fail
4.31,61.85,21,11,39.29,Fail
10.53,52.6,31,16,55.83,Pass
4.71,86.57,31,20,45.92,Pass
9.8,69.18,46,20,67.19,Pass
5.27,53.49,23,2,35,Fail
4.52,51.71,35,11,38.68,Fail
5.55,49.92,39,11,46.83,Pass
3.62,86.63,29,5,44.45,Pass
8.97,53.74,44,9,43.08,Pass
6.03,71.6,50,5,54.85,Pass
2.79,67.09,29,13,43.6,Pass
10.79,74.78,26,1,51.44,Pass
4.61,92.63,33,10,43.06,Pass
6.52,92.06,26,14,41.12,Pass
10.88,67.06,31,7,54.07,Pass
7.49,40.92,30,12,42.05,Pass
1.4,65.59,36,18,35,Fail
11.28,76.37,30,9,53.77,Pass
7.53,73.47,40,8,50.45,Pass
4.02,79.08,22,17,42.26,Pass
1.67,49.24,38,6,35,Fail
9.53,78.79,41,2,41.34,Pass
7.44,50.96,23,11,40.77,Pass
6.4,85.03,27,14,43.36,Pass
10.73,60.35,33,20,58.9,Pass
9.46,82.59,39,12,48.6,Pass
1.82,42.87,43,5,35,Fail
3.74,64.47,33,7,38.28,Fail
2.98,82.3,47,13,44.18,Pass
8.93,53.61,35,2,46.08,Pass
0.4,87.72,34,15,35.29,Fail
6.84,77.85,31,17,41.52,Pass
9.15,75.25,35,16,58.17,Pass
10.52,61.21,39,17,57.36,Pass
4.1,68.95,38,9,35,Fail
9.86,75.84,24,16,58.62,Pass
1.33,68.35,31,15,36.32,Fail
10.16,81.9,48,20,65.82,Pass
1.53,66.02,24,1,35,Fail
4.77,52.14,29,19,43.55,Pass
9.57,52.84,45,3,43.16,Pass
1.8,40.35,36,10,35,Fail
2.75,58.06,34,6,35,Fail
8.67,84.94,27,16,57.3,Pass
8.64,87.65,27,18,64.17,Pass
7.69,52.15,27,5,43.8,Pass
8.33,97.54,49,9,61.04,Pass
6.51,70.14,29,20,45.26,Pass
3.02,95.02,39,3,42.91,Pass
4.15,82.41,32,0,35,Fail
2.18,83.35,49,6,36.1,Fail
10.9,45.1,35,20,63.63,Pass
7,53.2,28,15,52.33,Pass
4.81,40.53,35,16,45.4,Pass
5.54,82.97,29,4,52.19,Pass
11.37,60.67,22,9,47.93,Pass
1.84,87.2,42,6,35.74,Fail
7.03,60.34,41,12,45.82,Pass
6.07,89.16,44,6,45.32,Pass
7.34,47.84,47,14,59.71,Pass
0.22,50.4,33,16,35,Fail
10.47,60.45,32,2,46.51,Pass
11.19,64.51,23,4,55.56,Pass
6.78,60.92,23,9,42.62,Pass
8.36,85.82,25,4,41.09,Pass
11.07,45.82,43,6,54.94,Pass
8.49,61.07,38,6,40.69,Pass
1.83,90.23,30,13,36.9,Fail
6.92,44.01,27,14,43.49,Pass
7.28,96.54,33,4,48.99,Pass
5.09,99.18,27,4,50.19,Pass
8.84,45.31,49,3,54.01,Pass
11.21,57.48,33,19,55.39,Pass
11.11,62.34,42,20,66.47,Pass
5.41,86.58,26,8,41.39,Pass
1.36,75.76,40,11,46.69,Pass
11.82,78.66,37,15,62.94,Pass
10.07,85.45,31,7,55.24,Pass
1.5,47.08,33,8,35,Fail
11.05,89.99,34,11,55.97,Pass
10.44,82.34,37,19,57.03,Pass
6.23,74.64,48,6,48.44,Pass
7.1,93.38,31,20,59.49,Pass
4.79,82.02,29,3,35,Fail
0.66,52.1,31,2,35,Fail
4.02,65.78,27,0,35,Fail
9.63,69.64,46,6,46.84,Pass
0.06,43.31,25,8,35,Fail
4,97.28,43,1,44.44,Pass
4.78,47.71,38,6,41.26,Pass
6.45,81.85,20,9,45.72,Pass
11.04,70.37,32,1,51.06,Pass
4.16,41.54,41,12,42.23,Pass
4.16,95.48,35,2,40.86,Pass
8.85,91.11,37,12,44.93,Pass
5.43,71.46,31,9,35,Fail
2.7,53.74,50,11,37.71,Fail
5.43,47.3,44,2,39.73,Fail
1.69,61.8,24,19,35.83,Fail
2.12,55.33,40,5,35.86,Fail
5.98,70.4,32,2,42.88,Pass
5.03,97.98,45,1,46.8,Pass
10.98,74.5,27,13,59.69,Pass
4.35,93.4,25,14,50.95,Pass
6.97,79.05,22,17,50.34,Pass
7.59,68.51,44,18,57.48,Pass
0.16,91.28,45,9,39.78,Fail
7.96,68.28,39,19,61.22,Pass
2.14,92.12,45,16,54.52,Pass
11.53,57.49,23,16,50.77,Pass
1.78,47.73,31,18,35,Fail
4.98,91.32,32,3,41.78,Pass
1.02,75.24,21,10,35,Fail
11.96,93.35,38,16,67.46,Pass
6.03,96.27,23,9,53.17,Pass
7.14,43.22,42,16,50.75,Pass
0.8,70.06,32,11,35,Fail
9,62.5,38,9,50.47,Pass
2.52,77.55,27,9,41.66,Pass
10.78,87.62,27,5,56.01,Pass
2.46,56.84,35,16,35.94,Fail
2.29,73.41,45,18,52.94,Pass
0.44,82.52,30,1,35,Fail
5.66,48.07,37,3,35.89,Fail
6.78,88.84,23,17,39.24,Fail
0.79,76.37,43,20,43.32,Pass
9.31,96.97,20,3,45.36,Pass
5.44,60.37,20,5,35,Fail
6.29,46.49,49,13,48.24,Pass
5.29,70.39,33,6,35,Fail
4.81,45.15,23,11,47.42,Pass
6.72,98.17,30,1,40.66,Pass
1.86,42.32,37,17,39.34,Fail
2.18,85.21,35,12,38.34,Fail
10.34,71.51,36,12,44.49,Pass
11.35,62.12,43,4,56.55,Pass
4.48,43.95,21,6,35,Fail
3.25,77.33,23,11,35,Fail
7.73,75.11,22,13,54.45,Pass
4.9,56.85,34,0,43.34,Pass
0.3,94.61,21,9,35,Fail
1.87,58.25,43,8,37.53,Fail
8.59,66.98,38,9,46.36,Pass
7.91,72.63,50,6,48.49,Pass
0.33,46.01,28,15,35,Fail
2.66,95.93,29,11,49.24,Pass
2.77,62.47,40,11,36.15,Fail
8.06,44.85,44,18,61.86,Pass
0.24,63.24,38,12,35,Fail
1.25,76.01,47,20,40.52,Pass
9.6,70.82,24,17,51.92,Pass
2.14,81.67,33,2,35,Fail
7.83,43.33,29,6,37.65,Fail
2.86,57.07,35,0,37.52,Fail
1.19,89.15,25,2,35,Fail
2.92,44.79,44,20,42.62,Pass
8.67,91.33,27,13,54.1,Pass
10.27,45.51,21,3,47.28,Pass
9.96,90.07,37,18,64.14,Pass
4.77,61.65,48,5,44.9,Pass
8.02,76.73,40,19,64.05,Pass
2.46,49.17,40,8,35,Fail
3.52,43.97,40,10,35,Fail
10.76,52.96,39,14,59.39,Pass
0.16,47.67,27,8,35,Fail
1.03,58.74,46,10,35,Fail
2.49,70.86,24,9,35,Fail
0.32,75.33,36,1,35,Fail
2.18,87.39,35,13,45.91,Pass
7,79.37,45,3,47.37,Pass
5.06,76.53,49,1,42.04,Pass
10.71,64.71,24,4,44.35,Pass
9.81,68.43,36,13,52.56,Pass
4.1,64.87,23,14,35,Fail
3.11,90.53,20,18,35,Fail
4.56,53.8,41,5,35.35,Fail
7.08,40.34,25,14,41.57,Pass
3.22,79.08,20,13,38.92,Fail
7.49,52.15,47,7,49.13,Pass
4.91,93.41,43,19,49.85,Pass
6.62,91.54,49,11,53.77,Pass
5.23,44.6,23,3,35,Fail
3.53,46.38,21,20,35,Fail
11.38,69.71,32,5,52.81,Pass
9.16,76.55,33,10,58.03,Pass
1.68,56.49,36,6,35,Fail
10.42,83.01,30,3,60.29,Pass
5.85,75.69,22,14,38.71,Fail
10.73,59.49,26,0,40.56,Pass
9.6,41.52,29,8,44.78,Pass
5.1,85.01,30,19,54.73,Pass
0.27,52.89,29,7,35,Fail
3.22,90.07,27,11,39.53,Fail
6.5,65.22,24,6,37.54,Fail
7.6,74.62,42,17,60.31,Pass
3.09,92.38,21,0,35,Fail
1.67,91.82,47,8,44.64,Pass
10.02,62.29,47,6,59.24,Pass
11.81,52.53,34,13,72.82,Pass
6.31,86.51,35,0,51.67,Pass
2.06,65.98,23,12,35.57,Fail
3.27,51.52,41,19,41.28,Pass
0.22,94.27,47,14,40.01,Pass
10.97,51.89,47,4,62.15,Pass
1.41,41.55,35,4,35,Fail
6.92,41.22,31,13,39.43,Fail
3.29,77.34,47,13,36.43,Fail
6.65,79.7,33,13,40.42,Pass
7.82,58.66,31,4,49.01,Pass
9.96,59.2,47,10,65.38,Pass
2.48,60.37,40,18,42.14,Pass
0.13,80.81,35,4,35,Fail
1.64,43.49,35,3,35.34,Fail
10.8,95.75,41,14,76.23,Pass
10.49,53.35,31,20,62.03,Pass
7.17,99.98,21,6,44.81,Pass
7.21,50.29,42,4,42.61,Pass
7.98,86.29,43,14,57.09,Pass
2.1,53.4,48,13,36.39,Fail
10.97,44.85,33,2,51.81,Pass
5.03,92.5,30,4,40.19,Pass
4.6,91.53,28,11,38.93,Fail
6.23,64.21,41,19,58.65,Pass
0.56,82.14,26,13,35,Fail
2,73.42,48,4,38.9,Fail
8.86,91.18,31,3,49.22,Pass
0.99,58.9,48,20,44.8,Pass
7.24,71.42,36,15,50.47,Pass
2.94,69.12,28,6,46.36,Pass
4.67,61.23,25,2,43.47,Pass
3.46,93.49,31,3,35,Fail
4.27,49.95,39,19,43.87,Pass
8.63,48.97,29,5,39.03,Fail
3.57,74.61,28,2,35,Fail
6.8,79.45,31,0,49.85,Pass
5.71,51.68,20,2,35,Fail
7.96,63.44,21,7,36.54,Fail
11.24,96.79,38,15,58.15,Pass
8.79,54.8,20,6,42.91,Pass
2.58,80.1,35,17,44.46,Pass
0.37,84.41,35,8,35,Fail
3.15,66.89,37,2,39.26,Fail
7.14,96.25,37,17,61.77,Pass
0.62,84.2,42,15,35,Fail
5.96,67.48,45,20,49.58,Pass
7.16,74.16,32,0,46.7,Pass
4.01,81.56,41,20,47.57,Pass
9.25,75.53,31,19,50.92,Pass
1.28,92.72,28,15,35,Fail
0.9,61.41,49,11,42.35,Pass
8.74,57.99,24,5,47.75,Pass
5.95,52.83,28,20,46.64,Pass
8.26,42.27,49,8,46.68,Pass
5.22,42.58,32,20,43.92,Pass
2.96,92.2,35,12,41.63,Pass
9.83,80.7,47,11,59.88,Pass
9.59,79.63,29,12,58.14,Pass
8.34,76.88,49,17,59.78,Pass
3.27,90.95,35,18,49.32,Pass
7.08,68.82,33,18,53.69,Pass
4.33,92.22,44,18,45.85,Pass
1.1,61.57,21,5,35,Fail
11.01,95.6,50,15,73.75,Pass
1.64,81.92,47,6,35,Fail
11.4,55.43,44,6,50.83,Pass
5.35,73.85,38,18,58.37,Pass
2.22,71.98,30,15,38.25,Fail
6.5,48.27,38,16,51.09,Pass
10.48,75.47,47,18,69.06,Pass
8.79,58.89,30,15,57.25,Pass
9.68,43.14,33,15,58.53,Pass
7.91,96.92,34,18,54.33,Pass
8.31,78.49,44,14,61.06,Pass
10.19,92.62,50,2,53.54,Pass
3,80.56,26,14,35,Fail
5.87,61.42,34,15,44.97,Pass
2.65,70.76,49,19,39.74,Fail
11.85,80.54,46,4,58.62,Pass
11.33,97.62,50,18,62.91,Pass
0.47,55.22,43,9,35,Fail
8.47,92.5,42,12,67.26,Pass
11.1,95.44,44,14,68.23,Pass
2.17,80.22,27,11,35.03,Fail
6.82,95.88,49,16,58.84,Pass
10.99,63.87,23,14,59.54,Pass
0.41,97.18,37,3,35,Fail
8.37,82.17,33,14,49.35,Pass
3.57,42.52,48,16,44.95,Pass
11.09,94.41,46,10,74.05,Pass
11.65,69.07,40,14,56.75,Pass
11.33,67.62,37,19,59.96,Pass
5.69,73.99,23,20,46,Pass
10.34,48.96,49,6,54.64,Pass
10.13,68.15,47,12,63.65,Pass
3.83,89.87,21,12,35,Fail
9.95,40.93,40,19,55.77,Pass
0.44,56.38,25,19,35,Fail
7.16,40.15,30,1,36.96,Fail
2.76,64.94,20,9,43.06,Pass
1.45,83.7,34,17,43.9,Pass
0.92,87.93,31,19,35,Fail
8.36,96.71,43,4,49.93,Pass
4.08,76.51,37,19,41.07,Pass
8.7,55.28,49,18,68.51,Pass
0.78,95.45,24,1,35,Fail
3.78,86.52,30,3,39.16,Fail
6.47,74.47,43,15,55.98,Pass
9.49,81.74,40,20,56.66,Pass
3.83,95.46,38,15,46,Pass
7.51,82.74,41,16,55.86,Pass
10.63,62.1,20,14,44.39,Pass
7.39,82.78,36,12,61.42,Pass
2.8,42.42,27,0,35,Fail
0.29,63.18,42,4,37.37,Fail
10.44,64.38,35,19,72.2,Pass
0.26,50.01,45,0,35,Fail
10.5,41.39,45,11,58.93,Pass
6.35,48,30,14,39.54,Fail
11.27,79.28,46,3,66.93,Pass
9.59,88.14,38,18,62.96,Pass
11.98,99.29,43,15,68.93,Pass
4.21,60.78,30,17,38,Fail
9.21,75.96,34,16,57.99,Pass
4.82,96.23,27,10,46.39,Pass
5.76,50.02,49,19,53.92,Pass
7.53,83.06,33,12,54,Pass
10.48,85.3,20,8,50.72,Pass
11.81,45.34,29,16,60.05,Pass
9.22,91.67,26,16,59.17,Pass
5.01,88.79,37,4,49.12,Pass
5.06,42,31,7,39.58,Fail
8.85,45.47,21,2,39.32,Fail
2.87,42.95,37,5,35,Fail
1.33,60.08,48,2,35,Fail
4.26,70.56,40,7,47.82,Pass
3.45,71.94,26,11,35.17,Fail
3.56,56.06,39,3,35,Fail
2.8,94.7,46,1,37.81,Fail
0.51,62.1,31,9,35,Fail
0.21,42.73,39,14,35,Fail
11.85,58.01,44,12,57.74,Pass
5.13,71.87,33,14,44.01,Pass
4.61,64.49,29,18,47.77,Pass
8.16,56.43,28,17,50.15,Pass
2.62,47.88,42,12,41.05,Pass
11.4,89.15,49,19,75.28,Pass
9.44,99.77,34,19,61.32,Pass
1.07,59.77,45,0,35.83,Fail
5.01,62.9,50,15,55.96,Pass
10.55,77.08,39,7,61.84,Pass
11.34,83.11,43,5,63.1,Pass
5.61,63.52,29,2,35,Fail
7.36,94.3,38,19,57.43,Pass
2,73.6,38,15,40.09,Pass
11.89,67.02,31,1,59.67,Pass
2.78,78.8,42,1,41.76,Pass
11.31,97.17,48,14,63.24,Pass
7.8,87.67,46,9,57.75,Pass
7.29,42.4,31,0,35,Fail
6.15,59.94,28,19,44.76,Pass
2.77,68.23,48,14,41.37,Pass
2.12,58.87,46,0,35.31,Fail
2.65,82.01,39,15,38.09,Fail
2.24,89.58,23,17,35,Fail
9.36,83.88,20,4,43.89,Pass
4.2,99.36,35,20,51.36,Pass
0.69,56.35,20,4,35,Fail
11.63,92.5,32,9,66.84,Pass
10.61,86,49,11,64.62,Pass
11.13,61.73,22,9,51.41,Pass
11.94,84.05,31,1,60.97,Pass
2.09,46.24,48,0,35,Fail
4.75,87.36,42,15,58.19,Pass
9.1,71.94,48,17,62.97,Pass
8.35,57.54,50,6,57.07,Pass
1.85,79.35,28,3,35,Fail
9.79,78.5,23,9,54.28,Pass
2.69,52.57,21,9,35,Fail
2.69,41.82,41,10,35,Fail
6.44,66.02,41,2,53.3,Pass
7.12,74.17,28,13,47.82,Pass
6.96,92.6,50,12,53,Pass
1.1,95.69,39,18,50.85,Pass
10.53,71.73,43,9,58.13,Pass
3.19,85.23,32,14,35,Fail
1.55,66.36,33,7,35,Fail
10.66,84.76,48,16,58.37,Pass
11.47,52.29,22,5,44.43,Pass
10.35,62.26,37,6,62.4,Pass
9.71,78.05,28,13,57.28,Pass
7.86,41.09,34,7,43.59,Pass
6.61,83.35,41,11,49.14,Pass
1.04,90.13,46,17,44.03,Pass
4.9,63.95,43,13,52.42,Pass
4.47,66.88,46,0,35,Fail
3.12,91.08,29,3,49.56,Pass
8.68,86.54,44,16,57.47,Pass
5.95,57.29,36,17,46.82,Pass
0.97,59.44,32,18,35,Fail
2.64,80.73,20,3,35,Fail
8.2,73.79,30,5,43.21,Pass
0.91,49.73,24,7,35,Fail
10.21,58.6,28,14,59.62,Pass
5.94,94,26,19,55.53,Pass
5.77,81.29,26,0,37.46,Fail
7.11,99.16,21,4,40.5,Pass
9.9,86.02,38,15,60.93,Pass
4.17,96.52,39,20,52.07,Pass
8.14,52.97,37,5,41.19,Pass
6.79,86.29,29,20,54.41,Pass
3.2,41.21,44,9,46.18,Pass
10.54,80.25,24,9,52.54,Pass
9.57,68.16,35,4,53.05,Pass
7.9,60.81,48,7,48.99,Pass
10.21,91.74,42,0,60.51,Pass
10.41,91.26,46,4,57.23,Pass
8.5,41.34,44,0,42.98,Pass
10.04,76.57,24,6,52.37,Pass
8.37,62.07,34,14,47.28,Pass
8.16,64.94,41,13,56.5,Pass
7.42,89.92,35,8,56.09,Pass
9.03,58.59,23,7,45.58,Pass
1.9,96.58,33,7,40.98,Pass
10.57,50.78,43,2,45.98,Pass
10.46,79.76,36,19,66.15,Pass
0.35,80.33,36,3,35,Fail
9.91,55.13,40,16,60.57,Pass
1.55,59.49,35,5,37.71,Fail
4.02,90.09,45,1,35,Fail
8.92,85.71,28,8,48.05,Pass
1.93,59.75,21,13,35,Fail
9.82,72.04,30,0,41.2,Pass
9.99,43.7,34,16,52.35,Pass
6.09,52.52,22,10,42.2,Pass
0.08,69.15,43,5,35,Fail
3.44,45.16,35,0,35,Fail
7.4,90.6,40,18,61.69,Pass
11.77,83.08,38,15,59.38,Pass
7.58,96.62,41,17,64.05,Pass
3.12,81.61,25,10,35,Fail
7.61,96.42,33,8,53.73,Pass
6.48,73.27,24,20,44.2,Pass
9.36,76.01,24,5,46.5,Pass
1.28,98.62,25,1,35,Fail
9.13,78.53,37,7,55.33,Pass
6.5,41.85,41,15,43.73,Pass
11.56,83.43,37,7,63.72,Pass
4.1,94.33,38,7,37.23,Fail
7.59,87.73,21,13,56.84,Pass
11.18,75.03,36,0,49.85,Pass
1.23,80.28,47,6,35,Fail
11.25,99.41,20,1,51.28,Pass
8.25,45.44,28,14,44.98,Pass
0.81,80.03,32,17,35,Fail
3.61,57,23,3,35.3,Fail
8.5,78.41,24,17,56.59,Pass
0.81,76.46,45,4,36.2,Fail
6.99,49.21,49,15,48.68,Pass
4.15,52.4,50,12,42.79,Pass
7.45,77.3,42,8,48.76,Pass
0.55,47.69,50,4,35,Fail
10.46,55.91,37,7,54.89,Pass
11.68,90.11,47,17,73.44,Pass
11.63,59.63,46,2,58.23,Pass
9,69.28,29,5,48.63,Pass
1.56,96.47,44,10,36.31,Fail
9.1,53.63,47,13,52.92,Pass
0.3,63.38,23,18,35,Fail
0.27,76.39,45,6,40.66,Pass
3.88,85.32,45,9,51.71,Pass
5.86,94.1,32,14,52.55,Pass
9.24,94.93,32,5,63.21,Pass
8.2,86.6,36,19,61.84,Pass
5.35,53.7,27,5,38.41,Fail
3.28,41.49,23,15,40.02,Pass
11.97,63.03,42,8,64.46,Pass
5.11,48.49,22,18,47.89,Pass
5.42,82.62,30,17,48.29,Pass
1.96,79.67,31,4,35,Fail
9.54,42.64,28,15,49.97,Pass
8.32,90.2,34,6,52.72,Pass
2.65,54.92,32,18,35,Fail
0.99,65.93,24,4,35,Fail
8.17,80.08,24,19,51.32,Pass
7.85,65.77,38,10,45.2,Pass
3.28,66.48,30,17,37.43,Fail
11.41,43.94,28,6,53.59,Pass
1.81,64.09,22,17,37.11,Fail
5.19,85.89,37,2,35,Fail
11.32,94.91,46,4,64.88,Pass
5.04,64.81,32,12,41.98,Pass
7.66,65.42,44,15,60.82,Pass
4.77,82.16,47,11,48.3,Pass
3.29,96.57,31,6,35,Fail
11.81,56.02,28,12,53.89,Pass
4.91,66.41,29,0,35,Fail
10.73,87.76,47,14,55.91,Pass
2.76,76.58,32,20,42.92,Pass
2.56,46.64,39,11,38.19,Fail
0.37,77.66,39,16,38.71,Fail
7.82,51.2,32,19,45.01,Pass
4.42,70.61,46,4,35.68,Fail
10.37,71.75,45,16,65.38,Pass
5.68,92.57,50,14,64.98,Pass
11.62,67.75,48,19,76.29,Pass
2.23,56.77,48,18,42.62,Pass
10.42,53.86,41,0,51.59,Pass
9.32,92.46,28,3,54.73,Pass
9.25,50.26,43,2,48.34,Pass
10.14,65.55,29,7,44.26,Pass
9.13,51.23,38,8,36.41,Fail
7.51,86.4,25,11,49.24,Pass
1.57,68.46,50,4,35.6,Fail
0.39,61.07,48,8,35,Fail
11.05,61.67,26,0,40.14,Pass
7.4,91.13,34,10,50.46,Pass
9.56,73.23,50,6,55.75,Pass
5.78,83.07,41,19,61.87,Pass
1.41,93.82,38,13,47.69,Pass
1.5,94.1,33,2,35,Fail
8.23,59.71,49,10,62.65,Pass
5.16,97.15,35,16,59.16,Pass
2.41,41.49,33,17,37.11,Fail
5.9,62.61,48,18,49.49,Pass
0.77,93.75,48,17,45.98,Pass
6.98,56.48,44,5,35.9,Fail
3.23,56.38,39,14,37.59,Fail
9.57,58.16,21,6,45.98,Pass
3.72,76.74,28,4,36.34,Fail
5.46,66.3,22,4,35,Fail
0.14,83.6,25,6,35,Fail
0.87,93.69,24,11,35,Fail
4.71,80.45,33,7,48.28,Pass
5.76,52.27,48,17,58.88,Pass
7.2,95.96,34,17,59.75,Pass
3.5,55.87,37,16,40.19,Pass
8.34,48.99,36,10,44.48,Pass
10.32,45.4,28,14,56.44,Pass
9.36,73.8,38,19,61.99,Pass
0.48,46.83,42,5,35,Fail
5.77,48.33,44,11,51.17,Pass
1.26,58,28,6,35,Fail
2.9,56.9,47,7,35,Fail
11.84,76.25,35,3,61.57,Pass
1.71,89,45,2,35,Fail
5.99,85.68,25,2,39.66,Fail
7.42,55.75,27,9,49.53,Pass
8.43,54.72,44,14,61.2,Pass
6.72,97.95,22,12,49.2,Pass
0.12,40.49,41,18,35,Fail
3.92,92.78,24,7,35.03,Fail
6.21,51.98,26,17,56,Pass
1.05,96.84,42,4,41.09,Pass
4.21,60.54,44,20,48.05,Pass
0.4,66.42,20,6,35,Fail
0.94,82.43,41,4,35,Fail
4.76,75.26,40,18,56.06,Pass
1.59,59.08,23,16,37.81,Fail
6.81,73.23,45,18,56.62,Pass
8.27,83.84,47,3,51.8,Pass
9.61,42.54,35,6,53.68,Pass
2.4,40.67,46,5,35,Fail
2.01,67.48,33,13,46.14,Pass
1.25,47.91,20,18,35,Fail
7.64,79.86,23,19,45.41,Pass
8.48,52.84,29,10,50.66,Pass
0.38,65.97,30,6,35,Fail
11.23,51.86,26,2,40.78,Pass
0.62,72.91,23,19,37,Fail
6.5,46.96,20,16,35.37,Fail
8.51,41.39,45,10,44.8,Pass
10.45,43.07,20,14,51.41,Pass
8.57,97.26,36,6,53.5,Pass
9.62,48.54,46,14,63.19,Pass
4.07,82.51,29,16,42.25,Pass
9.78,44.08,24,10,44.71,Pass
0.96,46.49,26,11,35,Fail
10.74,70.53,44,12,64.74,Pass
6.57,67.89,27,10,43.32,Pass
9.81,97.09,21,10,59.43,Pass
5.43,96.69,28,8,47.88,Pass
7.72,86.78,23,10,49.18,Pass
6.32,76.13,31,3,37.77,Fail
8.78,67.3,45,1,48.57,Pass
0.98,61.37,50,3,36.2,Fail
0.72,96.83,30,13,35.87,Fail
2.97,76.17,24,4,37.94,Fail
1.91,74.74,31,16,44.56,Pass
10.46,53.91,46,11,57.98,Pass
2.63,42.8,40,5,35,Fail
11.71,96.71,23,11,55.61,Pass
4.04,58.82,32,14,39.61,Fail
2.19,66.56,41,18,47.41,Pass
9.48,46.88,20,9,41.41,Pass
7.9,90.22,37,1,46.85,Pass
5.98,41.66,23,11,35,Fail
6.66,90.04,23,11,43.14,Pass
8.63,48.42,27,6,46.31,Pass
2.74,93.19,44,0,37.22,Fail
11.96,83.79,47,17,65.71,Pass
11.7,49.88,39,2,54.59,Pass
7.8,73.95,25,19,51.74,Pass
2.39,58.76,23,4,35,Fail
8.16,50.69,23,19,47.92,Pass
0.87,91.55,47,14,38.13,Fail
0.37,64.21,30,9,35,Fail
3.09,63.91,47,18,42.06,Pass
5.55,50.19,28,0,35,Fail
10.42,62.98,33,6,47.1,Pass
8.73,92.3,23,17,52.02,Pass
8.91,61.79,32,1,35.49,Fail
5.11,97.1,25,18,39.51,Fail
4.15,96.78,49,9,53.8,Pass
4.45,48.69,32,14,38.77,Fail
11.85,50.64,44,9,59.4,Pass
0.48,91.76,22,9,35,Fail
10.4,63.57,42,11,61.76,Pass
6.94,40.26,26,7,35,Fail
5.26,56.43,20,13,40.22,Pass
8.7,75.86,30,1,46.29,Pass
5.84,87.96,21,16,41.01,Pass
10.48,48,24,5,49.05,Pass
10.81,46.63,43,7,55.71,Pass
5.06,95.33,41,0,38.12,Fail
3.32,85.07,49,2,37.01,Fail
7.11,75.39,33,14,53.08,Pass
10.95,86.15,48,16,74.17,Pass
2.53,65.73,32,6,35,Fail
7.48,85.51,35,13,57.77,Pass
7.58,62.31,42,2,52.46,Pass
8.8,54.65,34,17,52.87,Pass
1.58,83.74,50,4,39.73,Fail
8.59,65.18,22,19,54.8,Pass
10.91,98.88,25,14,54.77,Pass
2.16,60.97,28,5,35,Fail
2.85,95.3,22,2,38.24,Fail
11.66,95.98,49,17,69.66,Pass
2.17,54.51,32,19,52.15,Pass
10.25,87.89,48,2,63.18,Pass
5.91,65.98,32,7,40.91,Pass
2.97,95.05,41,18,38.5,Fail
10.45,67.01,26,17,56.32,Pass
5.34,84.66,24,14,46.16,Pass
6.18,68.02,45,13,52.99,Pass
4.31,53.67,48,15,40.47,Pass
7.12,51.96,27,2,35,Fail
1.96,65.53,27,14,37.33,Fail
4.69,85.33,41,18,54.69,Pass
11.63,76.3,26,7,59.83,Pass
3.1,81.32,38,1,36.34,Fail
7.88,56.94,48,16,56.88,Pass
3.9,68.89,26,11,39.64,Fail
9.28,42.66,42,18,57.67,Pass
1.57,89.05,23,10,35,Fail
11.64,99.39,29,17,73.41,Pass
5.45,64.41,49,12,54.7,Pass
2.83,40.66,32,13,35.89,Fail
0.88,50.19,23,11,35,Fail
2.04,79.15,49,14,49.16,Pass
6.24,76.72,38,20,52.11,Pass
4.04,87.27,29,7,43.14,Pass
9.95,55.23,26,1,46.89,Pass
5.17,85.82,24,7,37.9,Fail
2.98,81.28,22,4,36.1,Fail
7.41,59.37,41,1,38.47,Fail
8.48,72.73,47,9,56.59,Pass
2,48.84,41,9,42.42,Pass
2.01,67.15,41,3,35.73,Fail
0.44,92.87,21,3,35,Fail
8.84,65.27,48,7,55.69,Pass
7.97,90.37,30,5,48.37,Pass
5.7,75.42,29,14,39.46,Fail
10.13,51.51,47,17,61.27,Pass
9.67,74.87,42,20,67.57,Pass
7.02,70.36,32,7,39.63,Fail
10.42,63.92,26,19,52.62,Pass
2.47,47.18,29,6,35,Fail
1.34,65,47,19,47.43,Pass
3.24,44.37,23,16,43.63,Pass
0.69,45.93,46,18,36.44,Fail
6.37,64.95,41,1,41.43,Pass
11.24,58.32,39,11,63.21,Pass
0.47,95.53,35,18,43.16,Pass
1.47,62.54,39,4,35,Fail
5.43,85.47,25,11,42.85,Pass
11.21,71.81,28,16,56.46,Pass
3.79,82.25,47,4,37.23,Fail
6.09,55.61,32,1,36.29,Fail
0.5,96.51,50,3,45.14,Pass
1.78,71.81,26,5,35,Fail
11.84,89.88,37,8,55.51,Pass
11.58,61.9,33,9,51.82,Pass
0.06,46.01,41,10,35,Fail
